tableId,started,ended,time,username,score,winner,bid,building.10a,building.10b,building.11a,building.11b,building.12a,building.12b,building.13a,building.13b,building.1a,building.1b,building.2a,building.2b,building.3a,building.3b,building.4a,building.4b,building.5a,building.5b,building.6a,building.6b,building.7a,building.7b,building.8a,building.8b,building.9a,building.9b,building.A,building.B,building.C,building.D,building.E,building.F,building.G,cowboys,craftsmen,deliveries.ALBUQUERQUE,deliveries.CHICAGO,deliveries.CLEVELAND,deliveries.COLORADO_SPRINGS,deliveries.COLUMBIA,deliveries.DENVER,deliveries.DETROIT,deliveries.EL_PASO,deliveries.GREEN_BAY,deliveries.KANSAS_CITY,deliveries.MEMPHIS,deliveries.MILWAUKEE,deliveries.MINNEAPOLIS,deliveries.MONTREAL,deliveries.NEW_YORK_CITY,deliveries.PITTSBURGH,deliveries.SACRAMENTO,deliveries.SANTA_FE,deliveries.SAN_DIEGO,deliveries.SAN_FRANCISCO,deliveries.ST_LOUIS,deliveries.TOPEKA,deliveries.TORONTO,deliveries.WICHITA,engineers,handLimit,permCerts,players,rttn,score.BID,score.BUILDINGS,score.CATTLE_CARDS,score.CITIES,score.DOLLARS,score.EXTRA_STEP_POINTS,score.HAZARDS,score.JOB_MARKET_TOKEN,score.OBJECTIVE_CARDS,score.STATIONS,score.STATION_MASTERS,score.WORKERS,seat,stepLimit,stops.10a,stops.10b,stops.11a,stops.11b,stops.12a,stops.12b,stops.13a,stops.13b,stops.1a,stops.1b,stops.2a,stops.2b,stops.3a,stops.3b,stops.4a,stops.4b,stops.5a,stops.5b,stops.6a,stops.6b,stops.7a,stops.7b,stops.8a,stops.8b,stops.9a,stops.9b,stops.A,stops.B,stops.C,stops.D,stops.E,stops.F,stops.G,stops.hazard,stops.teepee,tempCertLimit,tempCerts,turns
98c143fc-0a74-4a88-ba77-9b29d6d5920d,2020-08-31T23:02:44Z,2020-09-01T00:49:24Z,106,kingnixon,53,N,4,,,,,,,,,B-1,,,C-1-1,FLOOD-RISK-2,,E-2,,,,A-1,,,,,,,,F,B,A,D,C,G,E,6,4,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4,0,4,N,-4,11,32,-12,0,0,7,0,11,0,0,8,1,4,,,,,,,,,4,,,1,2,,2,,,,0,,,,,,,,5,4,1,1,4,3,1,0,0,4,0,29
98c143fc-0a74-4a88-ba77-9b29d6d5920d,2020-08-31T23:02:44Z,2020-09-01T00:49:24Z,106,patrickoftheisles,56,N,3,,,,,,,,,,,,A-2,C-1-2,,C-2,,,,,,,,,,,,F,B,A,D,C,G,E,1,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,4,1,4,N,-3,5,3,-12,1,3,14,0,9,20,12,4,2,7,,,,,,,,,,,,2,1,,3,,,,,,,,,,,,4,4,4,5,1,1,4,0,0,6,3,29
98c143fc-0a74-4a88-ba77-9b29d6d5920d,2020-08-31T23:02:44Z,2020-09-01T00:49:24Z,106,cowbie,63,N,2,,,,,,,,,FLOOD-RISK-1,,,,ROCKFALL-RISK-2,,ROCKFALL-RISK-1,,,,,,,,,,,,F,B,A,D,C,G,E,1,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,4,2,4,N,-2,5,7,-6,1,3,16,0,7,7,17,8,3,7,,,,,,,,,2,,,,7,,6,,,,,,,,,,,,8,4,2,2,4,3,3,0,0,6,6,29
98c143fc-0a74-4a88-ba77-9b29d6d5920d,2020-08-31T23:02:44Z,2020-09-01T00:49:24Z,106,gwttester,74,Y,0,B-2,,,,,,,,A-3,,,,,,E-1,,,,,,DROUGHT-RISK-1,,F-2,,B-3,,F,B,A,D,C,G,E,1,6,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,5,0,4,N,0,38,10,6,5,0,2,2,3,0,0,8,4,6,5,,,,,,,,0,,,,,,2,,,,,,0,,0,,1,,5,6,0,6,4,0,0,0,0,6,0,28
0f7b23b4-68e6-4f26-8232-82324d727ed5,2021-03-17T02:18:55Z,2021-03-17T03:08:51Z,49,dannerz,30,Y,0,C-1-2,,,,,,,,,A-3,,ROCKFALL-RISK-1,,,,E-2,,,,,,,,,,,A,B,F,E,G,D,C,2,4,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4,0,2,N,0,18,3,-6,4,3,4,2,1,1,0,0,2,4,4,,,,,,,,,0,,0,,,,7,,,,,,,,,,,4,7,1,2,1,1,2,0,0,6,0,23
0f7b23b4-68e6-4f26-8232-82324d727ed5,2021-03-17T02:18:55Z,2021-03-17T03:08:51Z,49,patrickoftheisles,22,N,3,,,,,,,,,,A-2,,,ROCKFALL-RISK-2,,,,,,,,,,,,,,A,B,F,E,G,D,C,1,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,4,2,2,N,-3,2,3,-12,1,3,8,0,3,4,9,4,1,4,,,,,,,,,,1,,,2,,,,,,,,,,,,,,4,3,4,3,3,2,1,0,0,4,2,24
205e4d69-157c-45d1-85a5-eb7d0ca3ccae,2021-02-20T17:52:04Z,2021-02-20T18:26:32Z,34,patrickoftheisles,63,N,4,,,,,,,,,,A-1,E-1,,C-2,,,,,,,,,,,,,,D,B,F,G,C,A,E,1,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,5,2,2,N,-4,3,0,-12,0,3,12,0,9,30,18,4,1,5,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,5,3,4,3,1,4,6,0,0,6,0,30
205e4d69-157c-45d1-85a5-eb7d0ca3ccae,2021-02-20T17:52:04Z,2021-02-20T18:26:32Z,34,dannerz,70,Y,0,,,,,,,,,,B-1,FLOOD-RISK-1,,ROCKFALL-RISK-2,,,E-2,,,,,,,,,,,D,B,F,G,C,A,E,5,1,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,2,N,0,6,13,-6,6,3,12,2,17,6,7,4,2,5,,,,,,,,,,0,2,,2,,,3,,,,,,,,,,,4,4,4,2,1,3,3,0,0,4,0,29
2279e2cc-dfe1-4ba7-8caf-f786d84543c0,2021-01-28T20:08:55Z,2021-01-28T22:09:56Z,121,duke_pedro,106,Y,1,,,,,,,,,,A-3,ROCKFALL-RISK-2,,,,,,,,,,,,,,,,F,C,A,D,G,B,E,5,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,6,4,4,N,-1,2,26,30,6,3,21,0,3,6,6,4,1,7,,,,,,,,,,0,2,,,,,,,,,,,,,,,,4,2,2,3,4,7,3,0,0,6,1,35
2279e2cc-dfe1-4ba7-8caf-f786d84543c0,2021-01-28T20:08:55Z,2021-01-28T22:09:56Z,121,sturla,87,N,0,,,,,,,,,,,,,,,A-2,,,,,,,,,,,,F,C,A,D,G,B,E,6,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,6,0,4,N,0,3,24,14,4,3,4,2,12,2,11,8,2,5,,,,,,,,,,,,,,,0,,,,,,,,,,,,6,1,4,4,5,4,3,0,0,4,0,34
2279e2cc-dfe1-4ba7-8caf-f786d84543c0,2021-01-28T20:08:55Z,2021-01-28T22:09:56Z,121,glad_jente,70,N,0,,,,ROCKFALL-RISK-1,,,C-2,,,,DROUGHT-RISK-1,,,G-2,,,F-1,,,,E-1,,,F-2,,B-1,F,C,A,D,G,B,E,2,6,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,4,N,0,45,8,8,0,0,0,0,0,1,0,8,3,6,,,,0,,,3,,,,2,,,2,,,0,,,,1,,,1,,0,5,5,4,3,1,2,2,1,0,4,0,34
2279e2cc-dfe1-4ba7-8caf-f786d84543c0,2021-01-28T20:08:55Z,2021-01-28T22:09:56Z,121,blahbla77,64,N,0,,,,,,,,,,,A-1,,,G-1,,,,,,,,,,E-2,,,F,C,A,D,G,B,E,4,3,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,5,0,4,N,0,12,32,6,2,3,4,0,3,2,0,0,4,7,,,,,,,,,,,3,,,3,,,,,,,,,,1,,,5,5,2,4,3,2,2,0,0,4,0,34
45ec5428-6a60-4c62-a7aa-a230a30db6c4,2020-12-04T01:46:29Z,2020-12-04T02:30:11Z,43,patrickoftheisles,47,N,0,,,,,,,,,C-2,,,,F-2,,FLOOD-RISK-1,,,,,,,,,,,,C,F,B,A,G,E,D,4,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,0,2,N,0,5,23,-16,3,3,9,2,18,0,0,0,2,4,,,,,,,,,0,,,,1,,1,,,,,,,,,,,,6,4,3,4,5,2,0,0,0,3,0,28
45ec5428-6a60-4c62-a7aa-a230a30db6c4,2020-12-04T01:46:29Z,2020-12-04T02:30:11Z,43,dannerz,61,Y,3,,,,,,,,,B-1,,,E-2,FLOOD-RISK-2,,ROCKFALL-RISK-2,,,,,,,,,,,,C,F,B,A,G,E,D,1,1,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,4,3,2,N,-3,6,3,-6,2,3,12,0,3,9,28,4,1,5,,,,,,,,,1,,,0,1,,3,,,,,,,,,,,,5,4,5,2,3,2,1,0,0,6,4,29
e45337f2-e248-44e2-8207-8eb3fa14e926,2021-03-15T21:03:16Z,2021-03-16T04:43:06Z,459,brinbrin,56,Y,0,,,,,,,,,,E-1,,,C-2,,ROCKFALL-RISK-2,,,,,,,,,,,,A,C,D,E,B,F,G,1,2,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4,2,2,N,0,5,0,-6,3,3,19,2,10,4,16,0,2,5,,,,,,,,,,1,,,1,,2,,,,,,,,,,,,2,8,8,6,1,9,1,0,0,4,0,26
e45337f2-e248-44e2-8207-8eb3fa14e926,2021-03-15T21:03:16Z,2021-03-16T04:43:06Z,459,dannerz,22,N,3,,,,,,,,,,E-2,,,C-1-2,,ROCKFALL-RISK-1,,,,,,C-1-1,,,,,,A,C,D,E,B,F,G,1,5,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,2,2,N,-3,11,0,-12,0,3,11,0,2,6,0,4,1,4,,,,,,,,,,1,,,2,,0,,,,,,0,,,,,,4,5,4,5,1,4,4,0,0,4,0,27
e7f70f84-b7a8-42ac-89f9-85b0b4006e8f,2021-02-07T09:44:21Z,2021-02-14T10:39:11Z,10134,pdr1958,72,Y,,,,,,,,,,,,,,,,,C-1-2,E-2,,,,,E-1,F-1,,,,B,E,A,C,F,G,D,4,6,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,6,1,4,N,0,19,8,-1,2,3,8,2,8,9,6,8,1,7,,,,,,,,,,,,,,,,3,3,,,,,4,1,,,,5,2,4,4,2,4,1,0,0,4,0,33
e7f70f84-b7a8-42ac-89f9-85b0b4006e8f,2021-02-07T09:44:21Z,2021-02-14T10:39:11Z,10134,spiral,64,N,,,,,,,,,,FLOOD-RISK-1,,,,,FLOOD-RISK-2,,B-2,,,C-1-1,,,,,,,,B,E,A,C,F,G,D,6,4,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,5,0,4,N,0,12,22,0,0,3,6,0,11,2,0,8,4,5,,,,,,,,,0,,,,,1,,3,,,2,,,,,,,,7,5,2,5,8,4,3,1,0,4,1,34
e7f70f84-b7a8-42ac-89f9-85b0b4006e8f,2021-02-07T09:44:21Z,2021-02-14T10:39:11Z,10134,petem,64,N,,,,,,,,,,B-1,,,,,F-2,,,,,,,,,,,,,B,E,A,C,F,G,D,2,1,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,2,4,N,0,4,0,-6,0,3,0,0,5,35,15,8,2,7,,,,,,,,,1,,,,,4,,,,,,,,,,,,,5,4,5,4,2,5,7,1,0,6,6,34
e7f70f84-b7a8-42ac-89f9-85b0b4006e8f,2021-02-07T09:44:21Z,2021-02-14T10:39:11Z,10134,nthep,38,N,,,,,,,,,,,,,,,A-3,,B-3,C-2,,,,,,,,,,B,E,A,C,F,G,D,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,6,4,0,4,N,0,10,5,-10,0,0,6,0,-1,8,12,8,3,4,,,,,,,,,,,,,,4,,2,3,,,,,,,,,,6,4,2,3,1,4,5,0,0,4,2,34
67afbb64-c29f-46a8-9f57-babe77ee0905,2021-01-29T17:37:03Z,2021-01-29T18:24:41Z,47,moritz,65,Y,0,,,,,,,,,B-2,,,,,,,ROCKFALL-RISK-2,,,,,,,,,,,C,E,G,D,B,A,F,6,1,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,2,N,0,4,24,-6,0,3,20,0,11,1,0,8,2,5,,,,,,,,,0,,,,,,,5,,,,,,,,,,,4,3,2,1,7,6,2,2,0,4,0,29
67afbb64-c29f-46a8-9f57-babe77ee0905,2021-01-29T17:37:03Z,2021-01-29T18:24:41Z,47,habe1966,65,Y,4,E-2,,,,,,,,B-1,,,,,,,B-3,,C-1-1,,,,,,,,,C,E,G,D,B,A,F,1,3,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,3,2,N,-4,21,0,-6,4,3,0,2,9,9,27,0,1,5,5,,,,,,,,4,,,,,,,2,,0,,,,,,,,,5,4,3,4,0,0,4,0,0,6,4,29
66eb09db-1bf0-46b3-ba97-931381b907d2,2021-04-04T10:07:54Z,2021-04-04T10:39:07Z,31,posti,50,Y,3,,ROCKFALL-RISK-2,,,,,,,,,,,,,,B-1,A-3,,,,B-2,,,,,,D,E,B,C,A,F,G,1,4,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,4,2,2,N,-3,24,0,-16,10,3,8,2,5,5,12,0,1,5,,5,,,,,,,,,,,,,,6,0,,,,0,,,,,,4,3,0,2,0,4,1,0,0,4,0,23
66eb09db-1bf0-46b3-ba97-931381b907d2,2021-04-04T10:07:54Z,2021-04-04T10:39:07Z,31,habe1966,-7,N,0,,,,,,,,,E-2,,,,,,,C-2,,,,,,,,,,,D,E,B,C,A,F,G,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,4,0,2,N,0,4,0,-18,7,0,0,0,0,0,0,0,2,3,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,3,2,2,1,2,2,0,0,3,2,22
cc7c3216-d782-49be-9995-54b16c72c7a0,2021-01-16T13:36:24Z,2021-01-16T15:37:37Z,121,shogunc,85,Y,4,,,,,,,,,,,,,,,,,B-1,,,,,,,,,,E,F,A,G,C,B,D,2,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,6,6,1,3,N,-4,4,3,2,0,3,0,0,8,40,21,8,1,6,,,,,,,,,,,,,,,,,8,,,,,,,,,,2,2,1,5,1,0,5,0,0,6,0,30
cc7c3216-d782-49be-9995-54b16c72c7a0,2021-01-16T13:36:24Z,2021-01-16T15:37:37Z,121,posti,80,N,1,,B-2,,,,,,,,,,,,,,,ROCKFALL-RISK-2,,ROCKFALL-RISK-1,,,B-3,,,C-1-1,,E,F,A,G,C,B,D,4,6,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,2,3,N,-1,35,7,-6,3,3,11,0,8,6,6,8,2,6,,3,,,,,,,,,,,,,,,3,,3,,,0,,,2,,6,4,1,2,3,2,0,0,0,4,0,30
cc7c3216-d782-49be-9995-54b16c72c7a0,2021-01-16T13:36:24Z,2021-01-16T15:37:37Z,121,hildegard,58,N,0,,,,,,,,,,,FLOOD-RISK-2,,,G-1,FLOOD-RISK-1,,,,,,,,,,,,E,F,A,G,C,B,D,4,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,5,0,3,N,0,7,26,0,2,0,13,2,8,0,0,0,3,5,,,,,,,,,,,4,,,3,2,,,,,,,,,,,,3,3,1,3,5,3,1,1,0,4,0,29
fc370d69-8f4e-4bbe-bbe5-afe72014a9ef,2021-02-14T18:56:43Z,2021-02-14T20:04:35Z,67,denisefs,111,Y,,,,,,,,,,,,,,E-1,,,E-2,,,,,,,,,,,B,E,F,A,D,C,G,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,4,6,1,2,Y,0,4,18,28,4,3,11,2,11,4,26,0,1,5,,,,,,,,,,,,,4,,,5,,,,,,,,,,,6,3,4,5,5,3,3,0,0,4,0,37
fc370d69-8f4e-4bbe-bbe5-afe72014a9ef,2021-02-14T18:56:43Z,2021-02-14T20:04:35Z,67,beastall,80,N,,,,,,,,,,,,,,,,,,A-1,,,F-1,,,A-2,,,,B,E,F,A,D,C,G,2,4,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,5,3,2,Y,0,15,14,24,1,3,3,0,6,11,3,0,2,5,,,,,,,,,,,,,,,,,4,,,0,,,0,,,,3,5,5,2,3,3,6,0,0,6,0,38
75434cdd-2206-4ef6-9592-73d3c349a646,2020-11-22T17:57:18Z,2020-11-22T18:55:27Z,58,andersonfrs,45,N,0,,,,,,,,,,,B-3,,C-1-2,,,FLOOD-RISK-2,,,,,,,,,,,G,B,E,C,A,D,F,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,1,3,N,0,5,17,14,1,0,4,0,0,1,3,0,3,3,,,,,,,,,,,1,,0,,,4,,,,,,,,,,,2,4,4,4,5,4,5,0,0,3,2,34
75434cdd-2206-4ef6-9592-73d3c349a646,2020-11-22T17:57:18Z,2020-11-22T18:55:27Z,58,patrickoftheisles,117,Y,1,,,,,,,,,E-1,,DROUGHT-RISK-1,,,,,F-2,,,,,,,,,,,G,B,E,C,A,D,F,5,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,4,1,3,N,-1,5,57,12,4,3,12,0,17,1,3,4,2,6,,,,,,,,,1,,5,,,,,3,,,,,,,,,,,3,4,2,2,5,3,4,0,0,4,2,34
75434cdd-2206-4ef6-9592-73d3c349a646,2020-11-22T17:57:18Z,2020-11-22T18:55:27Z,58,mbrazinski,110,N,3,E-2,,,,,,,,B-1,,,,,,,,C-1-1,,,,,,,,B-2,,G,B,E,C,A,D,F,1,3,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,1,0,1,0,0,6,6,1,3,N,-3,27,3,11,2,3,0,2,15,26,16,8,1,6,7,,,,,,,,1,,,,,,,,3,,,,,,,,2,,4,7,3,2,1,2,5,0,0,6,0,34
1cb4e460-343a-47be-8cf4-4469334ff11d,2021-03-28T14:51:50Z,2021-03-28T15:48:43Z,56,dannerz,129,Y,0,C-1-2,,,A-2,,ROCKFALL-RISK-1,E-2,,,C-2,,,,,,A-3,,,,,,,,,B-2,,F,D,A,C,G,E,B,2,6,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,6,2,2,Y,0,45,8,28,2,3,0,0,5,7,23,8,2,4,3,,,0,,0,5,,,0,,,,,,4,,,,,,,,,3,,5,4,1,4,2,3,5,0,0,6,6,38
1cb4e460-343a-47be-8cf4-4469334ff11d,2021-03-28T14:51:50Z,2021-03-28T15:48:43Z,56,elmermad,109,N,2,,,,,,,,,,,,DROUGHT-RISK-1,,,,,ROCKFALL-RISK-2,,,,,,,,,,F,D,A,C,G,E,B,4,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2,6,2,2,Y,-2,5,18,22,4,3,11,2,18,13,15,0,1,5,,,,,,,,,,,,5,,,,,5,,,,,,,,,,4,2,2,6,4,2,4,0,0,4,0,37
1ee9e254-876c-4747-be4d-cdb534606e20,2021-02-23T15:40:35Z,2021-02-23T18:21:19Z,160,fluffigt,38,N,,,A-1,,,,,,,,C-2,E-2,,,,,A-3,,,E-1,,,,,,,,G,D,A,E,B,C,F,1,6,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,4,1,2,N,0,21,2,-9,2,3,4,0,3,1,3,8,1,5,,1,,,,,,,,3,0,,,,,3,,,3,,,,,,,,5,5,2,1,1,3,4,0,0,4,1,30
1ee9e254-876c-4747-be4d-cdb534606e20,2021-02-23T15:40:35Z,2021-02-23T18:21:19Z,160,drakir89,59,Y,,,,,,,,,,,A-2,,,,,,,,,,,,,,,,,G,D,A,E,B,C,F,5,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,5,0,2,N,0,1,20,-3,4,3,4,2,11,4,9,4,2,5,,,,,,,,,,1,,,,,,,,,,,,,,,,,5,1,3,4,5,1,5,0,0,4,0,30
8cca392a-8378-4963-9369-20d8b95733b0,2021-01-16T23:03:12Z,2021-01-16T23:43:56Z,40,patrickoftheisles,90,Y,4,,B-1,,,,,,,E-2,,,,,,,,,,,,,,,B-2,C-1-1,,C,G,D,F,B,A,E,1,2,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,6,2,2,N,-4,29,7,-7,2,3,8,0,13,29,9,0,1,5,,5,,,,,,,5,,,,,,,,,,,,,,,6,3,,3,5,1,1,2,1,0,0,0,6,0,27
8cca392a-8378-4963-9369-20d8b95733b0,2021-01-16T23:03:12Z,2021-01-16T23:43:56Z,40,moritz,57,N,0,,,,,,,,,FLOOD-RISK-2,,,,,,,ROCKFALL-RISK-2,,,,,,,,,,,C,G,D,F,B,A,E,6,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,2,N,0,4,7,2,4,3,11,2,3,2,11,8,2,5,,,,,,,,,3,,,,,,,3,,,,,,,,,,,4,3,1,2,3,2,2,0,0,4,0,26
78250952-eaa7-436f-9263-f65f7bc11072,2020-11-06T03:32:59Z,2020-11-06T06:04:38Z,151,stormy,49,N,,,,,,,,,,,,,,,,A-2,,,,,,,,,,,,B,D,G,C,A,E,F,4,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,0,4,N,0,3,27,0,0,0,9,0,6,1,3,0,4,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,4,2,3,4,5,3,4,0,0,3,0,30
78250952-eaa7-436f-9263-f65f7bc11072,2020-11-06T03:32:59Z,2020-11-06T06:04:38Z,151,mpinger,65,N,,,,,,,,,,,,DROUGHT-RISK-1,,,A-3,,,,,,,,,,,,,B,D,G,C,A,E,F,4,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,5,0,4,N,0,4,39,8,0,0,6,0,8,0,0,0,1,6,,,,,,,,,,,2,,,4,,,,,,,,,,,,,6,3,2,3,5,2,3,0,0,3,1,30
78250952-eaa7-436f-9263-f65f7bc11072,2020-11-06T03:32:59Z,2020-11-06T06:04:38Z,151,colhogan,90,Y,,,,,,,,,,,A-1,E-2,,,,,,,,,,,,,,,,B,D,G,C,A,E,F,1,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,6,6,3,4,N,0,2,9,21,3,3,8,0,12,12,12,8,3,7,,,,,,,,,,1,2,,,,,,,,,,,,,,,,4,2,3,2,2,3,3,0,0,6,1,30
78250952-eaa7-436f-9263-f65f7bc11072,2020-11-06T03:32:59Z,2020-11-06T06:04:38Z,151,klb1,73,N,,,,,,,,,,,B-1,,,,C-2,FLOOD-RISK-2,,,,,,,,,,,E-1,B,D,G,C,A,E,F,1,6,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,5,0,4,N,0,15,3,8,3,0,11,2,11,2,10,8,2,6,,,,,,,,,,0,,,,1,5,,,,,,,,,,,2,7,3,3,2,1,2,5,0,0,4,0,30
456bec23-79d5-415a-9b0b-9ba1bc87ec4d,2021-04-05T21:36:20Z,2021-04-05T22:42:22Z,66,thezombywoof,89,Y,,,,,,,,,,,,ROCKFALL-RISK-2,,ROCKFALL-RISK-1,,,,,,,,,,,,,,D,E,G,C,B,F,A,2,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,6,1,2,Y,0,2,21,8,3,3,15,2,13,8,14,0,1,5,,,,,,,,,,,6,,5,,,,,,,,,,,,,,3,2,3,2,2,5,3,0,0,4,1,32
456bec23-79d5-415a-9b0b-9ba1bc87ec4d,2021-04-05T21:36:20Z,2021-04-05T22:42:22Z,66,nicedude,76,N,,,,,,,,,,,,G-2,,F-1,,,,,,,,,,,,,,D,E,G,C,B,F,A,4,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,6,5,2,Y,0,2,25,3,2,3,3,0,11,12,15,0,2,5,,,,,,,,,,,4,,1,,,,,,,,,,,,,,5,3,5,3,0,3,3,0,0,4,0,32
e9ab1a22-b096-43fd-95a7-84eb2b44c8d1,2021-03-03T20:42:28Z,2021-03-03T22:23:04Z,100,hildegard,80,N,,A-2,,,,,,,,,,,,,,B-3,,C-1-1,,A-1,,,,,,,,B,F,G,C,A,D,E,5,6,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,4,0,4,N,0,25,25,0,0,3,7,0,8,0,0,12,1,7,3,,,,,,,,,,,,,,2,,1,,0,,,,,,,,6,5,0,3,4,3,1,0,0,6,6,29
e9ab1a22-b096-43fd-95a7-84eb2b44c8d1,2021-03-03T20:42:28Z,2021-03-03T22:23:04Z,100,adel,31,N,,,,,,,,,,B-1,,,ROCKFALL-RISK-2,,,,,,,,,,,,,,,B,F,G,C,A,D,E,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,0,4,N,0,2,6,0,0,0,9,0,1,3,10,0,4,4,,,,,,,,,1,,,1,,,,,,,,,,,,,,,4,2,3,3,3,4,4,0,0,4,1,29
e9ab1a22-b096-43fd-95a7-84eb2b44c8d1,2021-03-03T20:42:28Z,2021-03-03T22:23:04Z,100,eldzik,71,N,,E-2,,,,,,,,C-1-2,,,,,A-3,,,,,,,,,,,,,B,F,G,C,A,D,E,6,5,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,4,0,4,N,0,17,10,12,4,3,4,0,8,1,0,12,3,7,5,,,,,,,,2,,,,,4,,,,,,,,,,,,,7,4,0,2,1,4,2,0,0,6,0,29
e9ab1a22-b096-43fd-95a7-84eb2b44c8d1,2021-03-03T20:42:28Z,2021-03-03T22:23:04Z,100,musan,89,Y,,,,,,,,,,,,,,,,B-2,,E-1,,,,,,,,,,B,F,G,C,A,D,E,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,6,4,3,4,N,0,7,3,8,1,3,11,2,11,20,15,8,2,7,,,,,,,,,,,,,,,3,,3,,,,,,,,,,2,4,5,5,1,1,4,0,0,6,2,29
